7|3|Warsaw Tour|I want a tour of Poland's Capital|Warsaw|Poland|English|5|me,emmemeem,3213,Pending,NotStarted;me,emmemeem,3213,Pending,NotStarted;me,emmemeem,3213,Pending,NotStarted;me,emmemeem,3213,Pending,NotStarted;me,emmemeem,3213,Pending,NotStarted|05/05/2023 00:00:00|05/09/2023 00:00:00|05/09/2023 00:00:00|Accepted|Simple
8|3|Warsaw Tour|I want a tour of Poland's Capital|Warsaw|Poland|Swedish|1|me,emmemeem,3213,Pending,NotStarted|04/05/2024 00:00:00|04/09/2024 00:00:00|04/09/2024 00:00:00|Accepted|Simple
9|3|Warsaw Tour|I want a tour of Poland's Capital|Warsaw|Poland|English|1|me,emmemeem,3213,Pending,NotStarted|05/09/2024 00:00:00|06/09/2024 00:00:00|05/09/2024 00:00:00|Accepted|Simple
10|3|Glasgow Tour|I want a tour of Glasgow|Glasgow|UK|French|1|me,emmemeem,3213,Pending,NotStarted|10/15/2024 00:00:00|11/10/2024 00:00:00|11/10/2024 00:00:00|Accepted|Simple
11|3|Frankfurt Tour|I want a tour of Frankfurt|Frankfurt|Germany|Serbian|1|me,emmemeem,3213,Pending,NotStarted|08/15/2024 00:00:00|08/12/2024 00:00:00||Pending|Simple
12|3|Zagreb Tour|I want a tour of Croatia's Capital|Zagreb|Croatia|English|1|me,emmemeem,3213,Pending,NotStarted|09/05/2024 00:00:00|09/10/2024 00:00:00||Pending|Simple
13|3|Male Tour|I want a tour of Male|Male|Maldives|English|1|me,emmemeem,3213,Pending,NotStarted|06/05/2024 00:00:00|06/10/2024 00:00:00||Invalid|Simple
14|3|Bucharest Tour|I want a tour of Bucharest|Bucharest|Romania|Serbian|1|me,emmemeem,3213,Pending,NotStarted|11/05/2024 00:00:00|11/10/2024 00:00:00||Pending|Simple
15|3|Doha Tour|I want a tour of Doha|Doha|Qatar|English|1|me,emmemeem,3213,Pending,NotStarted|06/15/2024 00:00:00|06/20/2024 00:00:00|06/20/2024 00:00:00|Accepted|Simple
16|3|Vaduz Tour|I want a tour of Vaduz|Vaduz|Liechtenstein|French|1|me,emmemeem,3213,Pending,NotStarted|09/05/2024 00:00:00|09/10/2024 00:00:00||Pending|Simple
17|3|Malaga Tour|I want a tour of Malaga|Malaga|Spain|Spanish|1|me,emmemeem,3213,Pending,NotStarted|09/05/2024 00:00:00|09/10/2024 00:00:00|06/20/2024 00:00:00|Accepted|Simple
18|3|Reykjavik Tour|I want a tour of Reykjavik|Reykjavik|Iceland|Swedish|1|me,emmemeem,3213,Pending,NotStarted|03/05/2024 00:00:00|03/10/2024 00:00:00||Invalid|Simple
19|3|Manila Tour|I want a tour of Manila|Manila|Philippines|Chinese|1|me,emmemeem,3213,Pending,NotStarted|01/05/2024 00:00:00|01/10/2024 00:00:00||Invalid|Simple
20|3|Freetown Tour|I want a tour of Freetown|Freetown|Sierra Leone|English|1|me,emmemeem,3213,Pending,NotStarted|09/05/2024 00:00:00|09/10/2024 00:00:00|06/20/2024 00:00:00|Accepted|Simple
21|3|Taipei Tour|I want a tour of Taipei |Taipei|Taiwan|Spanish|1|me,emmemeem,3213,Pending,NotStarted|07/05/2024 00:00:00|07/10/2024 00:00:00||Invalid|Simple
22|3|Tura u Rijeci|Zelim turu u Rijeci|Rijeka|Croatia|English|1|Imenko,Prezimenic,50,Pending,NotStarted|05/24/2024 00:00:00|06/01/2024 00:00:00||Invalid|Simple
23|3|Tura u Somboru|Zelim turu u Somboru|Sombor|Srbija|Serbian|0||06/29/2024 00:00:00|07/01/2024 00:00:00||Invalid|Complex
24|3|Tura blizu Sombora|Zelim da vidim selo|BiloGde|Srbija|Serbian|0||06/20/2024 00:00:00|06/21/2024 00:00:00||Invalid|Complex
25|3|Chicago tour.|Molim za turu.|Chicago|USA|Serbian|2|Janko,Jankovic,32,Pending,NotStarted;Ivona,Jankovic,31,Pending,NotStarted|06/05/2024 00:00:00|06/06/2024 00:00:00||Invalid|Complex
26|3|Jos jedan Chicago Tour.|Chicago<3|Chicago|Usa|Serbian|1|Janko,Janko,23,Pending,NotStarted|06/05/2024 00:00:00|06/05/2024 00:00:00||Invalid|Complex
27|3|Tura bilo gde.|Zelim bilo kakvu turu.|Mesto|Drzava|Srpski|0||06/08/2024 00:00:00|06/12/2024 00:00:00||Invalid|Complex
